Name (English),Region of Focus,Language,Entity owner (English),Parent entity (English),X (Twitter) handle,X (Twitter) URL,X (Twitter) Follower #,Facebook page,Facebook URL,Facebook Follower #,Instragram page,Instagram URL,Instagram Follower #,Threads account,Threads URL,Threads Follower #,YouTube account,YouTube URL,YouTube Subscriber #,TikTok account,TikTok URL,TikTok Subscriber #
"Paper, The",Shanghai,Chinese,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,thepapercn,https://twitter.com/thepapercn,23100,thepapernews,https://www.facebook.com/thepapernews,2010,thepapercn,https://www.instagram.com/thepapercn/,1875,,,,ThePaper,https://www.youtube.com/channel/UCzdgh34HFyN8v2k3ZZA5uNA,11500,,,
CGTN The Point with Liu Xin,USA,English,China Media Group (CMG),Central Publicity Department,thepoint_CGTN,https://twitter.com/thepoint_CGTN,397,thepointwithlx,https://www.facebook.com/thepointwithlx,7970,xin2867,https://www.instagram.com/xin2867/,201,,,,,,,,,
Dong Xue (Serena Dong),USA,English,China Media Group (CMG),Central Publicity Department,theserenadong,https://twitter.com/theserenadong,20900,theserenadong,https://www.facebook.com/theserenadong/,980000,serenadx,https://www.instagram.com/serenadx/,709,,,,,,,,,
Guangdong Today,Guangdong,English,"Nanfang Daily Newspaper Group Co.,Ltd",Guangdong Provincial Committee,thisisGBA,https://twitter.com/thisisGBA,83300,guangdongtoday,https://www.facebook.com/guangdongtoday,"3,000,000",guangdong_today,https://www.instagram.com/guangdong_today/,4600,,,,dtoday3687,https://www.youtube.com/channel/UCiotL262En2-Iv2XSa3KZWA,325,,,
T-House,USA,English,China Media Group (CMG),Central Publicity Department,thouse_opinions,https://twitter.com/thouse_opinions,118800,thouseopinions,https://www.facebook.com/thouseopinions/,4900000,,,,,,,,,,,,
He Tianran,USA,English,China Media Group (CMG),Central Publicity Department,tianranhe,https://twitter.com/tianranhe,56,iamtianranhe,https://www.facebook.com/iamtianranhe,593,tianranhe,https://www.instagram.com/tianranhe,837,,,,tianranhe5541,https://www.youtube.com/channel/UCyY0oQluTb5ZT2U-Wcms-4Q,30,,,
Tian Wei,USA,English,China Media Group (CMG),Central Publicity Department,tianwei,https://twitter.com/tianwei,6333,Tian-Wei-at-work-104942321495828,https://www.facebook.com/profile.php?id=100063605994377,1400000,tianwei_beijing,https://www.instagram.com/tianwei_beijing/,197,,,,,,,,,
Tibet Today,Tibet,English,China Daily Press,Tibet Autonomous Region People's Government,TibetTodayCN,https://twitter.com/TibetTodayCN,6069,CNTibetToday,https://www.facebook.com/CNTibetToday,190000,tibet_today,https://www.instagram.com/tibet_today/,129,,,,,,,,,
Tide News,Zhejiang,Chinese,Zhejiang Daily Newspaper Group,Zhejiang Provincial Committee,TideNewsZJ,https://twitter.com/TideNewsZJ,6396,,,,,,,,,,,,,,,
Today Review,Hong Kong,Cantonese,AcMedia Limited,unknown,Todayreview_hk,https://twitter.com/Todayreview_hk,290,todayreview88,https://www.facebook.com/todayreview88,209000,,,,,,,todayreview9720,https://www.youtube.com/channel/UCnCSV5zHRrhCQVJBN905Zxg,122,,,
Tong Shuo,Hong Kong,Chinese,Hong Kong China News Agency,United Front Work Department,Tong_Shuo,https://twitter.com/Tong_Shuo,11600,,,,,,,,,,,,,,,
Tong Media HK,Hong Kong,Chinese,Hong Kong China News Agency,United Front Work Department,TongMediaHK,https://twitter.com/TongMediaHK,5693,,,,,,,,,,,,,,,
Sun Xueying (Teresa Sun / Un Té con Teresa),Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,UnTeresa,https://twitter.com/UnTeresa,122,UnTeConTeresa,https://www.facebook.com/Un-T%C3%A9-con-Teresa-104117804789876/about,"1,200,000",un_te_con_teresa,https://www.instagram.com/un_te_con_teresa,215,,,,UnTeconTeresa,https://www.youtube.com/channel/UCARDxAeiEZxmnSSDTnpmjrA/about,6730,unteconteresa,https://www.tiktok.com/@unteconteresa,166900.0
Li Yimei (Vica Li),USA,English,China Media Group (CMG),Central Publicity Department,VicaLi18,https://twitter.com/VicaLi18,1707,LearnChineseWithVica,https://www.facebook.com/LearnChineseWithVica/,1300000,learning_chinese_with_vica,https://www.instagram.com/learning_chinese_with_vica/,115000,learning_chinese_with_vica,https://www.threads.net/@learning_chinese_with_vica,6669.0,vicachinese6048,https://www.youtube.com/channel/UC9lI3GcZkJDgdZSeuR6rt5g,7290,vicalichinese,https://www.tiktok.com/@vicalichinese,8885.0
Visit Chongqing,USA,English,unknown,unknown,visitchongqing,https://twitter.com/visitchongqing,1906,visitchongqing,https://www.facebook.com/visitchongqing/,6700,visitchongqing,https://www.instagram.com/visitchongqing,2223,,,,visitchongqing8720,https://www.youtube.com/@visitchongqing8720,133,visit_chongqing1,https://www.tiktok.com/@visit_chongqing1,46.0
Visit Sanya,Hainan,English,Sanya Tourism Board,Sanya Municipal People's Government,VisitSanya,https://twitter.com/VisitSanya,120400,Sanya.China,https://www.facebook.com/Sanya.China/,480000,visit_sanya,https://www.instagram.com/visit_sanya/,194000,,,,,,,discoversanya,https://www.tiktok.com/@discoversanya,6055.0
Friendly Shandong,Shandong,English,Shandong Provincial Department of Culture and Tourism,Shandong Provincial People's Government,VisitShandong,https://twitter.com/VisitShandong,12600,VisitShandong,https://www.facebook.com/VisitShandong,1400000,travel_shandong,https://www.instagram.com/travel_shandong/,51600,,,,FriendlyShandong,https://www.youtube.com/shandong/featured,4850,visitshandong,https://www.tiktok.com/@visitshandong,89500.0
"Suzhou, China",Jiangsu,English,"Suzhou Municipal Bureau of Culture, Radio, Television and Tourism",Suzhou Municipal People's Government,VisitSuzhou,https://twitter.com/VisitSuzhou,237800,,,,visitsuzhou,https://www.instagram.com/visitsuzhou/,59000,,,,,,,,,
Wang Xuejing,USA,English,China Media Group (CMG),Central Publicity Department,WANG_XUE_JING,https://twitter.com/WANG_XUE_JING,955,,,,,,,,,,,,,,,
Wang Guan (Michael Wang),USA,English,China Media Group (CMG),Central Publicity Department,WangGuanBeijing,https://twitter.com/wangguanbeijing,22700,wangguan1984FB,https://www.facebook.com/wangguan1984FB,"901,000",wangguanbeijing,https://www.instagram.com/wangguanbeijing/,1992,,,,,,,,,
Wang Jialei,Bolivia,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WangJialei4,https://twitter.com/WangJialei4,5011,,,,,,,,,,,,,,,
Wang Jian,Panama,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WangJianPaco,https://twitter.com/WangJianPaco,9655,,,,,,,,,,,,,,,
Wang Xiaohui,USA,English,China International Communications Group (CICG),Central Publicity Department,wangxh65,https://twitter.com/wangxh65,26100,,,,,,,,,,,,,,,
Wang Xianfeng,Pakistan,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WangXianfeng8,https://twitter.com/WangXianfeng8,10100,,,,,,,,,,,,,,,
Yang Wanming,Brazil,Portuguese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WanmingYang,https://twitter.com/WanmingYang,82100,,,,,,,,,,,,,,,
Wave Media,Shanghai,English,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),WaveMedia2022,https://twitter.com/WaveMedia2022,283,,,,,,,,,,wavemedia4433,https://www.youtube.com/@wavemedia4433,51600,wavemedia2022,https://www.tiktok.com/@wavemedia2022,8685.0
Wei Qiang,Panama,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,weiasecas,https://twitter.com/weiasecas,18700,,,,,,,,,,,,,,,
Wei Hongtian,Grenada,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WeiHongtian,https://twitter.com/WeiHongtian,624,,,,,,,,,,,,,,,
Wang Wenwen,USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,WenwenWang1127,https://twitter.com/WenwenWang1127,12800,,,,,,,,,,,,,,,
Where Zhengzhou,USA,English,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,Where_Zhengzhou,https://twitter.com/Where_Zhengzhou,14900,wherezhengzhou,https://www.facebook.com/wherezhengzhou,10000,wherezhengzhou_,https://www.instagram.com/wherezhengzhou_/,26400,wherezhengzhou_,https://www.threads.net/@wherezhengzhou_,40.0,wherezhengzhou,https://www.youtube.com/@wherezhengzhou,1470,wherezhengzhou,https://www.tiktok.com/@wherezhengzhou,5961.0
CGTN World Insight with Tian Wei,USA,English,China Media Group (CMG),Central Publicity Department,WorldInsight_TW,https://twitter.com/WorldInsight_TW,2916,WorldInsightwithTianWei\,https://www.facebook.com/WorldInsightwithTianWei,126000,,,,,,,,,,,,
Wang QH,Maldives,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WQHChina,https://twitter.com/WQHChina,372,,,,,,,,,,,,,,,
Wang Tianyu (Evan Wang),USA,English,China Media Group (CMG),Central Publicity Department,wty510,https://twitter.com/wty510,7,,,,,,,,,,,,,,,
Wu Gang,USA,English,China Media Group (CMG),Central Publicity Department,WuGang_CX,https://twitter.com/WuGang_CX,1178,,,,,,,,,,,,,,,
Li Wuji,Panama,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,wuji_li,https://twitter.com/wuji_li,902,,,,,,,,,,,,,,,
Wu Lei,USA,English,China Media Group (CMG),Central Publicity Department,wulei2020,https://twitter.com/wulei2020,2428,Spacewalk2021,https://www.facebook.com/Spacewalk2021,"984,000",,,,,,,wulei4039,https://www.youtube.com/channel/UCh26le5_1NMmdj1vhfBF2cA,18,,,
Wu Peng,African Union,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WuPeng_MFAChina,https://twitter.com/WuPeng_MFAChina,34200,,,,,,,,,,,,,,,
"Wuxi, China",USA,English,China Daily Press,Wuxi Municipal People's Government,WuxiCity,https://twitter.com/WuxiCity,60300,WuxiCity,https://www.facebook.com/WuxiCity,1200000,,,,,,,,,,wuxi_city,https://www.tiktok.com/@wuxi_city,2309.0
Xu Xinchen (Gerald Xinchen),USA,English,China Media Group (CMG),Central Publicity Department,xgx91,https://twitter.com/xgx91,630,ideamugx,https://www.facebook.com/ideamugx,209050,,,,xgx91,https://www.threads.net/@xgx91,27.0,XinchenGeraldsIdeaMug,https://www.youtube.com/c/XinchenGeraldsIdeaMug,445,xinchen_gerald,https://www.tiktok.com/@xinchen_gerald,1642.0
Chine Nouvelle,USA,English,Xinhua News Agency,State Council,XHChineNouvelle,https://twitter.com/XHChineNouvelle,16700,,,,,,,,,,,,,,,
Xinhua Japanese,Japan,Japanese,Xinhua News Agency,State Council,XHJapanese,https://twitter.com/XHJapanese,56400,,,,,,,,,,xinhuajapanese2180,https://www.youtube.com/@xinhuajapanese2180,4450,,,
Xinhua News Agency,China,Chinese,Xinhua News Agency,State Council,XHNews,https://twitter.com/XHNews,"11,900,000",XinhuaNewsAgency,https://www.facebook.com/XinhuaNewsAgency,"89,898,560",chinaxinhuanews,https://www.instagram.com/chinaxinhuanews/,"1,500,000",chinaxinhuanews,https://www.threads.net/@chinaxinhuanews,84400.0,ChinaViewTV,https://www.youtube.com/@ChinaViewTV,"1,390,000",,,
Xinhua North America,USA,English,Xinhua News Agency,State Council,XHNorthAmerica,https://twitter.com/XHNorthAmerica,35100,,,,,,,,,,,,,,,
Xinhua Sci-Tech,USA,English,Xinhua News Agency,State Council,XHscitech,https://twitter.com/xhscitech,98700,XinhuaSciTech,https://www.facebook.com/XinhuaSciTech,"28,000,000",,,,,,,,,,,,
Xinhua Sports,USA,English,Xinhua News Agency,State Council,XHSports,https://twitter.com/XHSports,870400,xhsports,https://www.facebook.com/xhsports,"30,385,278",,,,,,,,,,,,
Xie Yongjun,USA,English,Information Department of Foreign Ministry,Ministry of Foreign Affairs,XIEYongjun_CHN,https://twitter.com/XIEYongjun_CHN,53500,,,,,,,,,,,,,,,
Xinhua Africa,Kenya,English,Xinhua News Agency,State Council,xinhua_africa,https://twitter.com/xinhua_africa,617,,,,,,,,,,xinhuaafrica2538,https://www.youtube.com/@xinhuaafrica2538,22,,,
Xinhua Chinese,USA,English,Xinhua News Agency,State Council,XinhuaChinese,https://twitter.com/XinhuaChinese,"1,300,000",xhwcn,https://www.facebook.com/xhwcn,909,,,,,,,,,,,,
Xinhua Myanmar (မြန်မာ),Myanmar,Burmese,Xinhua News Agency,State Council,XinhuaMyanmar,https://twitter.com/XinhuaMyanmar,12500,,,,,,,,,,Xinhuamyanmar,https://www.youtube.com/@Xinhuamyanmar,39600,xinhuamyanmar,https://www.tiktok.com/@xinhuamyanmar,885400.0
Xinhua Net,China,Chinese,Xinhua News Agency,State Council,XinhuanetNews,https://twitter.com/XinhuanetNews,2753,XinhuaNetUS,https://www.facebook.com/XinhuaNetUS,470000,xinhuanetna,https://www.instagram.com/xinhuanetna/?hl=en,"1,900,000",,,,,,,,,
Shang Yang (Sylvia Shang),USA,English,Xinhua News Agency,State Council,xinhuasylvia,https://twitter.com/xinhuasylvia,17,WanderingSylvia,https://www.facebook.com/WanderingSylvia/,"2,300,000",wanderlustwithsylvia,https://www.instagram.com/wanderlustwithsylvia/,443,,,,,,,,,
Xinhua Culture & Travel,USA,English,Xinhua News Agency,State Council,xinhuatravel,https://twitter.com/xinhuatravel,710100,XinhuaTravel,https://www.facebook.com/XinhuaTravel,"24,709,078",,,,,,,,,,,,
Xinjiang Channel,Xinjiang,English,"Wuzhou Communication Co., Ltd.",State Council Information Office (SCIO),xinjiangchannel,https://twitter.com/xinjiangchannel,12400,,,,,,,,,,xinjiangchina,https://www.youtube.com/@xinjiangchina,20,,,
Zhang Xinran,USA,English,China Daily Press,Central Publicity Department,xinranz98,https://twitter.com/xinranz98,570,,,,,,,,,,,,,,,
Xi's moments,USA,English,China Daily Press,Central Publicity Department,XisMoments,https://twitter.com/XisMoments,"102,000",ximoments,https://www.facebook.com/ximoments/,8700000,,,,,,,,,,,,
Xue Jian,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,xuejianosaka,https://twitter.com/xuejianosaka,70300,,,,,,,,,,,,,,,
Xu Li,la Francophonie,French,China Media Group (CMG),Central Publicity Department,XuLi52940770,https://twitter.com/XuLi52940770,728,LechinoisavecXuLi,https://www.facebook.com/LechinoisavecXuLi,303000,mllesmile_xuli,https://www.instagram.com/mllesmile_xuli,367,,,,lechinoisavecxuli8209,https://www.youtube.com/channel/UCrRftfz-W03kyPX8LC3LrXA,1670,,,
Xu Zeyu Philip,USA,English,Xinhua News Agency,State Council,XuZeyu_Philip,https://twitter.com/XuZeyu_Philip,67800,XuZeyu.Philip,https://www.facebook.com/XuZeyu.Philip/,"4,000,000",real_xuzeyu,https://www.instagram.com/real_xuzeyu,9639,real_xuzeyu,https://www.threads.net/@real_xuzeyu,4933.0,xuzeyuphilip,https://www.youtube.com/channel/UCS9AiYbXcet12NLoNPYu6BQ,2210,,,
Saina (Amy Saina),USA,English,China Media Group (CMG),Central Publicity Department,amysaina,https://twitter.com/xxxsaina,75,SainainChina,https://www.facebook.com/SainainChina/,101929,a.saina,https://www.instagram.com/a.saina/,1989,,,,SainainChina,https://www.youtube.com/c/SainainChina,1760,,,
Yang Zhiyu,UK,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,yang_zhiyu1979,https://twitter.com/yang_zhiyu1979,745,,,,,,,,,,,,,,,
Liu Yang,USA,English,Xinhua News Agency,State Council,yangliuxh,https://twitter.com/yangliuxh,5933,,,,,,,,,,,,,,,
Yang Rui,USA,English,China Media Group (CMG),Central Publicity Department,yangrui88,https://twitter.com/yangrui88,32,,,,,,,,,,,,,,,
Yang Zhao,USA,English,China Media Group (CMG),Central Publicity Department,YangZha42341102,https://twitter.com/YangZha42341102,661,TIOwithYZ,https://www.facebook.com/TIOwithYZ/,"1,000,000",,,,,,,TechItOutwithYangZhao,https://www.youtube.com/c/TechItOutwithYangZhao,556,,,
Yao Fei,Hispanophone,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YaoFei9,https://twitter.com/YaoFei9,2135,,,,,,,,,,,,,,,
Xu Yawen,USA,English,China Media Group (CMG),Central Publicity Department,yawenxu17,https://twitter.com/yawenxu17,3086,,,,,,,,,,YawenXu,https://www.youtube.com/@YawenXu,94,,,
Ruan Yaying,Algeria,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YayingRUAN,https://twitter.com/YayingRUAN,3859,,,,,,,,,,,,,,,
Yu Dunhai,Malta,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YDunhai,https://twitter.com/YDunhai,20100,,,,,,,,,,,,,,,
Yicai,Shanghai,English,Shanghai Media Group (SMG),Shanghai Municipal Committee,yicaichina,https://twitter.com/yicaichina,235700,,,,,,,,,,,,,,,
Yicai Global,Shanghai,English,Shanghai Media Group (SMG),Shanghai Municipal Committee,yicaiglobalCN,https://twitter.com/yicaiglobalCN,534,,,,,,,,,,,,,,,
Song Yichu,Pakistan,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YichuSong,https://twitter.com/YichuSong,193,,,,,,,,,,,,,,,
Yang Yiding,Norway,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YidingYang_MFA,https://twitter.com/YidingYang_MFA,1555,,,,,,,,,,,,,,,
Zhang Yikang (Kathie Zhang / 新米ママ・いーかん),Japan,Japanese,China Media Group (CMG),Central Publicity Department,Yikangmama,https://twitter.com/Yikangmama,291,,,,,,,,,,user-tm8nh7dm4e,https://www.youtube.com/channel/UCG9hcjWZG-EPJATl_LwHiBQ/about,261,,,
Zhang Yiwen,Hispanophone,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,yiwen_zh,https://twitter.com/yiwen_zh,2118,,,,,,,,,,,,,,,
Liu Fangqiang (Oliver Liu),USA,English,Xinhua News Agency,State Council,YoloOliver1,https://twitter.com/YoloOliver1,28100,,,,,,,,,,,,,,,
Jiang Yuan (J'Y Pense),la Francophonie,French,China Media Group (CMG),Central Publicity Department,Yuanjia33107056,https://twitter.com/Yuanjia33107056,32,JYPenseChine,https://www.facebook.com/JYPenseChine/,1001593,jiangyuaninchina,https://www.instagram.com/jiangyuaninchina,255,,,,jypense975,https://www.youtube.com/channel/UCDUaRdVyDLus-JElBwylB3g,11700,,,
Zhao Yunfei,USA,English,China Media Group (CMG),Central Publicity Department,Yunfei_Zh,https://twitter.com/Yunfei_Zh,1155,YunfeiZh,https://www.facebook.com/YunfeiZh/,865,,,,phil_yunfei,https://www.threads.net/@phil_yunfei,24.0,,,,,,
Ji Yuqiao,USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,yuqiaoji,https://twitter.com/yuqiaoji,3,,,,,,,,,,,,,,,
Yan Xiusheng,Barbados,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YXiusheng,https://twitter.com/YXiusheng,8723,,,,,,,,,,,,,,,
Zou Yue,USA,English,China Media Group (CMG),Central Publicity Department,YZOUTWEETS,https://twitter.com/YZOUTWEETS,371500,YZOUFB,https://www.facebook.com/YZOUFB,1612548,,,,,,,,,,,,
Zha Liyou,India,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ZhaLiyou,https://twitter.com/ZhaLiyou,25600,,,,,,,,,,,,,,,
Zhang Heqing,Pakistan,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zhang_heqing,https://twitter.com/zhang_heqing,353200,CulturalChinaBJ,https://www.facebook.com/CulturalChinaBJ,4600,,,,,,,,,,culturalchinacn,https://www.tiktok.com/@culturalchinacn,76.0
Zhang Xi,Panama,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Zhang_Xi77,https://twitter.com/Zhang_Xi77,1995,,,,,,,,,,,,,,,
Zhang Buxin,Cuba,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zhangbuxin,https://twitter.com/zhangbuxin,1307,,,,,,,,,,,,,,,
Zhanhao,China,Chinese,Wuhan Ruiying New Media Culture Communication Co.,Hubei Self-Media Association,zhanhao668,https://twitter.com/zhanhao668,2426,,,,,,,,,,,,,,,
Zhao Baogang,African Union,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zhaobaogang2011,https://twitter.com/zhaobaogang2011,3914,,,,,,,,,,,,,,,
Zhao Ying,USA,English,China Media Group (CMG),Central Publicity Department,ZhaoYing_CRI,https://twitter.com/ZhaoYing_CRI,408,,,,,,,,,,,,,,,
Zhengguan News,Henan,English,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,ZhengguanNews,https://twitter.com/ZhengguanNews,15900,,,,,,,,,,,,,,,
Zheng Junfeng,USA,English,China Media Group (CMG),Central Publicity Department,ZhengJunfeng1,https://twitter.com/ZhengJunfeng1,413,,,,,,,,,,,,,,,
Shen Zhifei,Lithuania,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ZhifeiShen,https://twitter.com/ZhifeiShen,539,,,,,,,,,,,,,,,
Chinese Embassy in Belarus,Belarus,Belarusian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ZhongBai2020,https://twitter.com/ZhongBai2020,7403,chinaemb.by,https://www.facebook.com/chinaemb.by,971,,,,,,,,,,,,
Zhong Shi,USA,English,China Media Group (CMG),Central Publicity Department,ZhongShi_CGTN,https://twitter.com/ZhongShi_CGTN,932,,,,,,,,,,,,,,,
Zhou Li,USA,English,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Zhou_Li_CHN,https://twitter.com/Zhou_Li_CHN,17200,,,,,,,,,,,,,,,
Zhu Jingyang,Colombia,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zhu_jingyang,https://twitter.com/zhu_jingyang,9288,,,,,,,,,,,,,,,
Wang Zichen,USA,English,Xinhua News Agency,State Council,ZichenWanghere,https://twitter.com/ZichenWanghere,28600,,,,,,,,,,,,,,,
Zeng Ziyi,USA,English,China Media Group (CMG),Central Publicity Department,ziyi_zeng,https://twitter.com/ziyi_zeng,355,,,,,,,,,,,,,,,
Zhao Lijian,USA,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zlj517,https://twitter.com/zlj517,"1,900,000",,,,,,,,,,,,,,,
CGTN Zoom In,USA,English,China Media Group (CMG),Central Publicity Department,ZoomIn_CGTN,https://twitter.com/ZoomIn_CGTN,109,,,,,,,,,,,,,,,
Zhang Shilei (Sheila Zhang),USA,English,China Media Group (CMG),Central Publicity Department,ZShilei,https://twitter.com/ZShilei,367,,,,,,,,,,,,,,,
Yang Yating (Christina Yang),USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,christinanayang,https://instagram.com/christinanayang,552,,,,YatingYang,https://youtube.com/channel/UCl_E1Hpjz4AA5u_rk2Vax9w,263,yating_y,https://www.tiktok.com/@yating_y,358800.0
Assia,MENA,Arabic,China Media Group (CMG),Central Publicity Department,,,,AssiaZNAN,https://www.facebook.com/AssiaZNAN,"1,900,000",assia_in_china,https://www.instagram.com/assia_in_china/,63300,,,,AssiainChina,https://www.youtube.com/channel/UCVqvgP64vzxhpawshnh9f_g,"1,670,000",assia_in_china,https://www.tiktok.com/@assia_in_china,630100.0
He Beibei,Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,,,,profile.php?id=100069383274995,https://www.facebook.com/profile.php?id=100069383274995,101000,beibei823,https://www.instagram.com/beibei823/,142,,,,beibeicita,https://www.youtube.com/channel/UCq6fUOLEIf_ZxaKRfTfhRWg,12,,,
Cai Baofeng (Song Siao / ສອງສ່ຽວ),Laos,Laotian,China Media Group (CMG),Central Publicity Department,,,,songsiaoCL,https://www.facebook.com/songsiaoCL/,"1,600,000",cbf,https://www.instagram.com/cbf/,9392,,,,,,,,,
CCTV Asia Pacific,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,cctv_asiapacific,https://www.instagram.com/cctv_asiapacific,44700,,,,,,,,,
CCTV Chinese,China,Chinese,China Media Group (CMG),Central Publicity Department,,,,,,,cctv.chinese,https://www.instagram.com/cctv.chinese/,80800,cctv.chinese,https://www.threads.net/@cctv.chinese,2647.0,,,,,,
CCTV.com,China,Chinese,China Media Group (CMG),Central Publicity Department,,,,,,,cctv,https://www.instagram.com/cctv/,939000,cctv,https://www.threads.net/@cctv,33000.0,CCTV,https://www.youtube.com/@CCTV,"1,750,000",,,
CGTN Nature,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,cgtn_nature,https://www.instagram.com/cgtn_nature/,157,,,,cgtnnature367,https://www.youtube.com/@cgtnnature367,1860,,,
CGTN Español,Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,,,,,,,cgtnenespanol,https://www.instagram.com/cgtnenespanol/,97100,,,,CGTNEspanol,https://www.youtube.com/@CGTNEspanol,"489,000",cgtnenespanol,https://www.tiktok.com/@cgtnenespanol,561.0
China Plus Culture,USA,English,China Media Group (CMG),Central Publicity Department,,,,chinaplusnews,https://www.facebook.com/chinaplusnews/,"32,000,000",china_plus_culture,https://www.instagram.com/china_plus_culture/,12,,,,,,,,,
Chinese Embassy in Indonesia,Indonesia,Bahasa Indonesia,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,,,,chinaembassy_indonesia,https://www.instagram.com/chinaembassy_indonesia/,74900,,,,,,,,,
Chinese Embassy in Iran,Iran,Persian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,,,,chinaembassy_iran,https://www.instagram.com/chinaembassy_iran/,4344,,,,,,,,,
Chinese Embassy in Turkey,Türkiye,Turkish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,,,,chinaembassy_turkey,https://www.instagram.com/chinaembassy_turkey,4807,,,,cinbuyukelciligiankara-9545,https://www.youtube.com/@cinbuyukelciligiankara-9545,609,,,
Chinese Embassy in Kyrgyzstan,Kyrgyzstan,Kyrgyz,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,,,,chinaembassyinkg,https://www.instagram.com/chinaembassyinkg/,2082,,,,,,,,,
Chinese Consulate General in Hamburg,Germany,German,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,,,,chinameetsnorddeutschland,https://www.instagram.com/chinameetsnorddeutschland/,234,,,,,,,,,
China Plus News,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,chinaplusnews,https://www.instagram.com/chinaplusnews/,163,,,,,,,,,
Chinese Embassy in South Korea,South Korea,Korean,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,,,,chinese_embassy_in_seoul,https://www.instagram.com/chinese_embassy_in_seoul/,10500,,,,,,,chinese_embassy_in_seoul,https://www.tiktok.com/@chinese_embassy_in_seoul,323.0
Chinese Embassy in Australia,Australia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChinainAus,https://www.facebook.com/ChinainAus,5300,cnauembassy,https://www.instagram.com/cnauembassy/,121,,,,,,,,,
CRI Nepali,Nepal,Nepalese,China Media Group (CMG),Central Publicity Department,,,,crinepali,https://www.facebook.com/crinepali/,3100000,crinepali,https://www.instagram.com/crinepali/,4120,,,,,,,,,
CRI Persian,Iran,Persian,China Media Group (CMG),Central Publicity Department,,,,persiancricn,https://www.facebook.com/persiancricn/,1300000,cripersian,https://www.instagram.com/cripersian/,102000,,,,,,,,,
CGTN Crossover,USA,English,China Media Group (CMG),Central Publicity Department,,,,inheritors.CGTN,https://www.facebook.com/inheritors.CGTN/,11787,crossover.cgtn,https://www.instagram.com/crossover.cgtn/,311,,,,,,,,,
C The Difference,USA,English,China Media Group (CMG),Central Publicity Department,,,,C-The-Difference-107252314045277,https://www.facebook.com/C-The-Difference-107252314045277,0,cthe.difference,https://www.instagram.com/cthe.difference/,17,,,,,,,cthedifference,https://www.tiktok.com/@cthedifference,625500.0
Wu Danni (Danni Report),Egypt,English,Xinhua News Agency,State Council,,,,DanniReport,https://www.facebook.com/DanniReport/,1800000,danni010389,https://www.instagram.com/danni010389/,257,dannitwins01,https://www.threads.net/@dannitwins01,21.0,,,,,,
